did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original
NNN000077|c2a3d03c-2c10-4c1d-833f-807bf4478013|http://special.library.unlv.edu/ark:/62930/d1p846p4q|"Hotel National flag mounted wall sign and lettering, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Hotel National in Las Vegas, NV during the day.</p></br>"|"NNN000077. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1p846p4q"|||http://special.library.unlv.edu/sites/default/files/2021-06/535524-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535524-Service%20File.jpg|
NNN000078|888c24ef-b0c2-4cf6-84f1-abe0a5abcb68|http://special.library.unlv.edu/ark:/62930/d1jh3gw12|"Neon signs along Fremont Street, Las Vegas, Nevada: photographic print"|"<p>View of Fremont Street in Las Vegas, NV during the day.</p></br>"|"NNN000078. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1jh3gw12"|||http://special.library.unlv.edu/sites/default/files/2021-06/535525-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535526-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535527-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535528-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535529-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535530-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535531-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535532-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535533-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535526-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535527-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535528-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535529-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535530-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535531-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535532-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535533-Service%20File.jpg|
NNN000079|590ef1af-b01b-45b6-acf6-39e4eb294ff1|http://special.library.unlv.edu/ark:/62930/d1dr2s29p|"Las Vegas Club flag mounted wall sign, lettering, and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Las Vegas Club in Las Vegas, NV during the day.</p><p>18 Fremont Street, Las Vegas, NV 89101</p></br>"|"NNN000079. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dr2s29p"|||http://special.library.unlv.edu/sites/default/files/2021-06/535534-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535534-Service%20File.jpg|
NNN000080|489ae281-687e-4cd4-8fce-e8ce07799a00|http://special.library.unlv.edu/ark:/62930/d1902286q|"2nd and Fremont, Las Vegas, Nevada: photographic print"|"<p>View of the intersection of Second Street and Freemont Street during the day. Dates shown are from the 1940's -1950's.</p></br>"|"NNN000080. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1902286q"|||http://special.library.unlv.edu/sites/default/files/2021-06/535535-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535536-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535537-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535538-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535536-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535537-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535538-Service%20File.jpg|
NNN000081|df614e94-bc2b-4ba6-95ef-f7a2ae62e698|http://special.library.unlv.edu/ark:/62930/d1s17wm0t|"El Rancho monument signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of El Rancho in Las Vegas, NV during the day. Dates shown are from the 1940's and 1950's.</p></br>"|"NNN000081. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1s17wm0t"|||http://special.library.unlv.edu/sites/default/files/2021-06/535539-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535540-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535541-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535540-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535541-Service%20File.jpg|
NNN000082|8835dc83-1495-49ec-a38c-d70f997934fc|http://special.library.unlv.edu/ark:/62930/d1cr5r611|"Frontier Club flag mounted wall and banenr signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Frontier Club before demolition in Las Vegas, NV at night with signs lit up.</p></br>"|"NNN000082. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cr5r611"|||http://special.library.unlv.edu/sites/default/files/2021-06/535542-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535542-Service%20File.jpg|
NNN000083|3273ac45-3879-4339-9f30-86ef90961bef|http://special.library.unlv.edu/ark:/62930/d18051c50|"Wilbur Clark's Desert Inn roof mounted sign, Las Vegas, Nevada: photographic print"|"<p>Exterior view of Wilbur Clark's Desert Inn in Las Vegas, Nevada at night while the sign is lit.</p></br>"|"NNN000083. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18051c50"|||http://special.library.unlv.edu/sites/default/files/2021-06/535543-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535543-Service%20File.jpg|
NNN000084|42121e94-7797-445e-9148-c79dcb9d9249|http://special.library.unlv.edu/ark:/62930/d14749j98|"Flamingo Hotel lettering and monument signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Flamingo Hotel in Las Vegas, NV during the day.</p></br>"|"NNN000084. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d14749j98"|||http://special.library.unlv.edu/sites/default/files/2021-06/535544-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535544-Service%20File.jpg|
NNN000085|3e6d9d0d-ccc5-4a94-be03-e6cc8a83bb0c|http://special.library.unlv.edu/ark:/62930/d10g3kr6m|"Lucky Strike Club flag mounted wall sign, lettering, and roof mounted signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Lucky Strike Club at night with the sign lit.</p></br>"|"NNN000085. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10g3kr6m"|||http://special.library.unlv.edu/sites/default/files/2021-06/535545-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535545-Service%20File.jpg|
NNN000086|dafa61e6-9a02-4064-943e-edcd2974c431|http://special.library.unlv.edu/ark:/62930/d1vt1kh4z|"Fremont Hotel flag mounted, roof mounted, lettering and banner signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Fremont Hotel during the day.</p><p>148-166 N Casino Center Blvd, Las Vegas, NV 89101</p></br>"|"NNN000086. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vt1kh4z"|36.171277|-115.143487|http://special.library.unlv.edu/sites/default/files/2021-06/535546-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535546-Service%20File.jpg|
NNN000087|10156842-48d5-4a1a-8f12-b047d918dc8a|http://special.library.unlv.edu/ark:/62930/d1r20vq1m|"El Cortez Hotel flag mounted, roof mounted, banner, and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of El Cortez Hotel in Las Vegas, NV during the day.</p></br>"|"NNN000087. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1r20vq1m"|||http://special.library.unlv.edu/sites/default/files/2021-06/535547-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535547-Service%20File.jpg|
NNN000088|8560bfcd-1758-40a6-ac4a-46552306a5e4|http://special.library.unlv.edu/ark:/62930/d1m904w77|"Welcome to Las Vegas flag mounted pylon sign, Las Vegas, Nevada: photographic print"|"<p>The sign reads ""Welcome to Fabulous Las Vegas Nevada,"" image is taken during the day.</p><p>5200 Las Vegas Blvd S, Las Vegas, NV 89119</p></br>"|"NNN000088. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1m904w77"|36.082204|-115.172788|http://special.library.unlv.edu/sites/default/files/2021-06/535548-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535548-Service%20File.jpg|
NNN000089|0fc484bd-4bc5-4b63-ba35-9b3a1ee05eb6|http://special.library.unlv.edu/ark:/62930/d1gh9f35x|"Views of Las Vegas Skyline, Nevada: photographic print"|"<p>The city of Las Vegas, NV. Photographs show the city skyline at night while the neon signs are lit and at dusk with the moon over the horizon.</p></br>"|"NNN000089. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gh9f35x"|||http://special.library.unlv.edu/sites/default/files/2021-06/535549-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535550-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535551-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535550-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535551-Service%20File.jpg|
NNN000090|c585e688-d04f-4065-81cc-fe92bde32164|http://special.library.unlv.edu/ark:/62930/d13778n91|"The Nugget banner, lettering, and roof mounted signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Nugget Casino in Las Vegas, NV before and after remodeling. Images shown range from 1940, the early-mid 1980s, and 1986. Photos taken at night.</p><p>129 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000090. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13778n91"|36.170365|-115.144819|http://special.library.unlv.edu/sites/default/files/2021-06/535552-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535553-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535554-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535555-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535556-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535557-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535553-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535554-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535555-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535556-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535557-Service%20File.jpg|
NNN000091|958f96a3-3895-4b78-81fc-9bee4c8f76db|http://special.library.unlv.edu/ark:/62930/d19s1pc62|"The Nugget, Horseshoe, and Mint wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Nugget, Horseshoe, and Mint Casinos at night. </p> </br>"|"NNN000091. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d19s1pc62"|||http://special.library.unlv.edu/sites/default/files/2021-06/535558-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535558-Service%20File.jpg|
NNN000092|5a055690-51f9-4d15-a4a5-c6bb24b883a8|http://special.library.unlv.edu/ark:/62930/d1610zk3q|"Pioneer flag mounted, lettering, and wall signs and Las Vegas Club flag mount, lettering, and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Pioneer and Las Vegas Clubs at night.</p></br>"|"NNN000092. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1610zk3q"|||http://special.library.unlv.edu/sites/default/files/2021-06/535559-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535559-Service%20File.jpg|
NNN000093|aec61c01-dc3b-49d9-bb0c-52befdc68658|http://special.library.unlv.edu/ark:/62930/d12b8z537|"The Pioneer Club at 1st and Fremont lettering and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Pioneer Club at 1st and Fremont in Las Vegas, NV at night. It ceased operation in 1995.</p></br>"|"NNN000093. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12b8z537"|||http://special.library.unlv.edu/sites/default/files/2021-06/535560-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535560-Service%20File.jpg|
NNN000094|e3b18423-a4ec-4ed0-b2d2-bc80d99e0c77|http://special.library.unlv.edu/ark:/62930/d1xk87h93|"Vegas Vic flag mounted wall sign, Las Vegas, Nevada: photographic print"|"<p>Vegas Vic was erected for the Pioneer Club in 1951, image shows the sign during the day.</p></br>"|"NNN000094. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1xk87h93"|||http://special.library.unlv.edu/sites/default/files/2021-06/535561-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535561-Service%20File.jpg|
NNN000095|a1ef13d0-ae80-4c9d-b82c-4932f03a1bae|http://special.library.unlv.edu/ark:/62930/d1st7hq5z|"Pioneer Club featuring Vegas Vic flag mounted, lettering, and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Pioneer Club and Vegas Vic at night.</p></br>"|"NNN000095. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1st7hq5z"|||http://special.library.unlv.edu/sites/default/files/2021-06/535562-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535562-Service%20File.jpg|
NNN000096|e7b59a0f-0cb5-4711-8a40-d240cd561180|http://special.library.unlv.edu/ark:/62930/d1p26sx33|"Horseshoe Casino lettering and wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Horseshoe Casino sign in Las Vegas, NV at night. It was remodeled in 2004.</p><p>128 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000096. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1p26sx33"|36.171336|-115.143962|http://special.library.unlv.edu/sites/default/files/2021-06/535563-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535563-Service%20File.jpg|
NNN000097|9876e4fb-d595-4693-bdf5-d4ca0c6944d8|http://special.library.unlv.edu/ark:/62930/d1j963375|"Union Plaza wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior and aerial view of the Union Plaza at night.</p><p>1 N Main St, Las Vegas, NV 89101</p></br>"|"NNN000097. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1j963375"|||http://special.library.unlv.edu/sites/default/files/2021-06/535564-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535564-Service%20File.jpg|
NNN000098|4d51a603-0ed1-41fb-bc20-9b08f89db912|http://special.library.unlv.edu/ark:/62930/d1dj5c912|"Four Queens flag mounted wall sign, lettering, and roof mounted signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Four Queens Hotel and Casino at night.</p><p>201 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000098. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dj5c912"|36.170444|-115.143834|http://special.library.unlv.edu/sites/default/files/2021-06/535565-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535566-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535567-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535566-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535567-Service%20File.jpg|
NNN000099|ec91d06c-4824-4328-93dc-0506a0c059ef|http://special.library.unlv.edu/ark:/62930/d11c1x83j|"Sundance flag mounted wall signs and other wall signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Sundance Hotel Casino at night. It closed in 1987, was known was the Fitzgerald's from 1987-2012, and is now known as The D.</p><p>The D</p><p>301 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000099. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d11c1x83j"|36.169691|-115.142884|http://special.library.unlv.edu/sites/default/files/2021-06/535568-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535568-Service%20File.jpg|
NNN000100|21dcb231-7aba-46be-91b5-431129edb5f4|http://special.library.unlv.edu/ark:/62930/d1wm16m9d|"Del Webb's Mint lettering, minument, and wall signs,  Las Vegas, Nevada: photographic print"|"<p>Exterior view of Del Webb's Mint in Las Vegas, NV at night. It closed in 1988.</p></br>"|"NNN000100. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1wm16m9d"|||http://special.library.unlv.edu/sites/default/files/2021-06/535569-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535569-Service%20File.jpg|
NNN000101|496d4302-7a50-4398-a211-03698569c433|http://special.library.unlv.edu/ark:/62930/d1rv0gt6r|"Valley Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Valley Motel in Las Vegas, NV during the day and at night.</p></br>"|"NNN000101. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1rv0gt6r"|||http://special.library.unlv.edu/sites/default/files/2021-06/535570-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535571-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535572-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535571-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535572-Service%20File.jpg|
NNN000102|764eedd3-033f-4f4c-9e43-a927b289b004|http://special.library.unlv.edu/ark:/62930/d1cj8bd29|"Bonanza Lodge mounted pylon and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior view of the Bonanza Lodge in Las Vegas, NV during the day.</p></br>"|"NNN000102. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cj8bd29"|||http://special.library.unlv.edu/sites/default/files/2021-06/535573-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535573-Service%20File.jpg|
NNN000103|fdaaf200-ecae-44e3-9904-37ca315621b9|http://special.library.unlv.edu/ark:/62930/d17w6b00d|" Roulette Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Roulette Motel in Las Vegas, NV during the day and at night.</p><p>2019 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000103. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17w6b00d"|36.161531|-115.121435|http://special.library.unlv.edu/sites/default/files/2021-06/535574-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535575-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535576-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535577-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535575-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535576-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535577-Service%20File.jpg|
NNN000104|3cb2afba-1d18-4c59-a4c1-e2cce9559bae|http://special.library.unlv.edu/ark:/62930/d1qv3fx32|"Sky Ranch Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print"|"<p>Exterior views of the Sky Ranch Motel during the day and at night.</p><p>2009 Fremont St, Las Vegas, NV 89101</p></br>"|"NNN000104. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qv3fx32"|36.161678|-115.121947|http://special.library.unlv.edu/sites/default/files/2021-06/535578-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535579-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535580-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/535581-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535579-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535580-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/535581-Service%20File.jpg|
